"icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","sensors","geo_altitude","squawk","spi","position_source","extraction_time"
"505f15","TOM25D","Slovakia","1752387672.0","1752387672","-8.5274","50.1351","10363.2","False","204.71","191.45","0.0","","10683.24","7722","False","0","2025-07-13T06:21:19.486464"
"ac21e4","DAL1496","United States","1752387670.0","1752387670","-112.0066","33.4329","","True","0.0","270.0","","","","6033","False","0","2025-07-13T06:21:19.486464"
"4acb45","SAS22E","Sweden","1752387671.0","1752387672","4.3829","51.6694","11574.78","False","242.96","200.97","0.33","","11910.06","3512","False","0","2025-07-13T06:21:19.486464"
"4acb44","SAS7373","Sweden","1752387671.0","1752387671","15.4113","55.2311","11285.22","False","230.38","164.72","0.0","","11529.06","4561","False","0","2025-07-13T06:21:19.486464"
"e80212","LPE2480","Chile","1752387671.0","1752387672","-78.2813","-9.0864","9753.6","False","242.66","344.25","0.0","","10370.82","","False","0","2025-07-13T06:21:19.486464"
"8a040a","GIA149","Indonesia","1752387380.0","1752387390","103.9608","-2.5413","9448.8","False","229.26","118.41","0.0","","10081.26","6230","False","0","2025-07-13T06:21:19.486464"
"86cfa0","ANA580","Japan","1752387668.0","1752387668","127.5871","26.0462","9441.18","False","254.71","59.14","0.0","","10104.12","","False","0","2025-07-13T06:21:19.486464"
"3455d7","VOE1PK","Spain","1752387671.0","1752387671","2.9025","39.4324","3992.88","False","197.06","91.05","12.03","","4206.24","","False","0","2025-07-13T06:21:19.486464"
"440248","EJU49KT","Austria","1752387672.0","1752387672","6.4425","44.2151","10972.8","False","234.2","23.02","0.0","","11437.62","1000","False","0","2025-07-13T06:21:19.486464"
"3455d8","VOE82ZN","Spain","1752387671.0","1752387671","9.2518","42.4281","8336.28","False","208.47","310.1","11.05","","8724.9","","False","0","2025-07-13T06:21:19.486464"
"4acb59","SAS7399","Sweden","1752387672.0","1752387672","16.7647","48.4254","11262.36","False","239.63","148.7","0.0","","11590.02","3534","False","0","2025-07-13T06:21:19.486464"
"3c5ee7","EWG2920","Germany","1752387389.0","1752387389","27.3035","43.3058","1493.52","False","140.74","104.39","-4.88","","1691.64","7645","False","0","2025-07-13T06:21:19.486464"
"3c5ee6","EWG7KG","Germany","1752387624.0","1752387662","22.3109","41.0411","3710.94","False","184.31","115.64","-4.88","","3954.78","","False","0","2025-07-13T06:21:19.486464"
"80168c","IGO491","India","1752387672.0","1752387672","89.975","23.0906","7315.2","False","206.8","250.53","0.0","","7726.68","3304","False","0","2025-07-13T06:21:19.486464"
"3c5ee5","EWG58Z","Germany","1752387671.0","1752387672","22.5621","42.6236","9966.96","False","256.74","132.32","-4.88","","10485.12","6434","False","0","2025-07-13T06:21:19.486464"
"3c5ee9","EWG55P","Germany","1752387671.0","1752387671","13.8524","40.2778","11269.98","False","216.36","183.0","0.33","","11833.86","1135","False","0","2025-07-13T06:21:19.486464"
"4acb23","NOZ2VP","Sweden","1752387671.0","1752387671","15.6545","55.2502","10668.0","False","230.56","156.18","0.0","","10873.74","4625","False","0","2025-07-13T06:21:19.486464"
"0800bf","FLZ102","United Republic of Tanzania","1752387441.0","1752387442","39.2165","-6.8643","-15.24","False","56.02","225.0","-0.98","","22.86","","False","0","2025-07-13T06:21:19.486464"
"3c5ee4","EWG6001","Germany","1752387671.0","1752387671","2.5887","46.8057","11277.6","False","234.3","177.48","0.33","","11681.46","4134","False","0","2025-07-13T06:21:19.486464"
"3c5ee3","EWG8AW","Germany","1752387363.0","1752387369","-0.4915","51.4775","45.72","False","64.31","90.46","-3.25","","99.06","4112","False","0","2025-07-13T06:21:19.486464"
"3c5ef8","EWG9CN","Germany","1752387672.0","1752387672","10.9243","46.7521","11277.6","False","242.85","155.34","0.33","","11666.22","1000","False","0","2025-07-13T06:21:19.486464"
"3c5ef6","EWG51A","Germany","1752387672.0","1752387672","9.4189","48.7023","11894.82","False","238.79","151.01","-0.33","","12260.58","1000","False","0","2025-07-13T06:21:19.486464"
"3c5eed","EWG5BP","Germany","1752387362.0","1752387366","18.2022","43.2697","11292.84","False","253.22","142.59","0.33","","11818.62","7213","False","0","2025-07-13T06:21:19.486464"
"3c5eec","EWG2ET","Germany","1752387672.0","1752387672","13.4886","37.4682","9136.38","False","213.71","158.69","-9.43","","9715.5","2515","False","0","2025-07-13T06:21:19.486464"
"3c5eeb","EWG51K","Germany","1752387665.0","1752387665","20.0831","38.6759","7673.34","False","212.23","171.5","-4.88","","8153.4","","False","0","2025-07-13T06:21:19.486464"
"46b82f","AEE283","Greece","1752387668.0","1752387668","20.5148","39.0233","5387.34","False","217.73","128.77","4.23","","5730.24","","False","0","2025-07-13T06:21:19.486464"
"440264","OEEDM","Austria","1752387671.0","1752387671","12.8015","50.6978","807.72","False","79.92","23.93","-3.25","","838.2","1466","False","0","2025-07-13T06:21:19.486464"
"c0226c","WJA318","Canada","1752387672.0","1752387672","-106.3693","52.1425","10058.4","False","283.62","109.72","0.0","","10355.58","","False","0","2025-07-13T06:21:19.486464"
"3ffc90","DMYYW","Germany","1752387671.0","1752387671","12.2348","48.4707","1021.08","False","78.57","315.0","-0.33","","","4454","False","0","2025-07-13T06:21:19.486464"
"e80242","LPE2468","Chile","1752387671.0","1752387671","-78.7038","-7.8558","9761.22","False","242.19","345.61","0.0","","10386.06","","False","0","2025-07-13T06:21:19.486464"
"505dc2","TTJ777","Slovakia","1752387670.0","1752387671","15.474","45.488","4953.0","False","210.38","46.98","-10.73","","5173.98","1000","False","0","2025-07-13T06:21:19.486464"
"3c5ef0","EWG78H","Germany","1752387669.0","1752387672","15.4833","43.9915","8549.64","False","209.14","310.31","13.98","","8923.02","6006","False","0","2025-07-13T06:21:19.486464"
"3c5ef5","EWG1KJ","Germany","1752387671.0","1752387671","3.6705","41.1081","10195.56","False","238.18","197.73","-13.66","","10713.72","1114","False","0","2025-07-13T06:21:19.486464"
"3c5ef2","EWG63V","Germany","1752387671.0","1752387671","9.1628","45.5302","10843.26","False","241.36","147.8","-4.88","","11254.74","1000","False","0","2025-07-13T06:21:19.486464"
"440219","EJU89VY","Austria","1752387672.0","1752387672","-4.7238","36.3666","11887.2","False","207.93","212.47","0.0","","12573.0","6761","False","0","2025-07-13T06:21:19.486464"
"a5823e","GTI8579","United States","1752387672.0","1752387672","-121.8343","37.5613","11277.6","False","261.65","143.15","0.0","","11948.16","4102","False","0","2025-07-13T06:21:19.486464"
"46b831","AEE2LK","Greece","1752387672.0","1752387672","33.389","34.6909","1173.48","False","132.09","46.42","-5.53","","1234.44","7425","False","0","2025-07-13T06:21:19.486464"
"46b830","AEE750","Greece","1752387671.0","1752387672","20.2851","45.9154","10965.18","False","223.48","331.84","0.0","","11384.28","6011","False","0","2025-07-13T06:21:19.486464"
"44020a","AUA175H","Austria","1752387671.0","1752387671","11.3365","52.919","6598.92","False","194.53","298.6","-8.45","","6758.94","3121","False","0","2025-07-13T06:21:19.486464"
"440202","TAY8IX","Austria","1752385304.0","1752387669","21.3871","52.3971","4495.8","False","195.1","26.97","18.86","","6316.98","1000","False","0","2025-07-13T06:21:19.486464"
"46b825","AEE5RF","Greece","1752387671.0","1752387671","12.2238","42.0295","739.14","False","114.57","247.0","-0.65","","853.44","","False","0","2025-07-13T06:21:19.486464"
"a8451c","N6319X","United States","1752387672.0","1752387672","-117.43","47.6619","1455.42","False","95.53","94.94","-4.23","","1508.76","","False","0","2025-07-13T06:21:19.486464"
"46b822","AEE8RB","Greece","1752387671.0","1752387671","23.171","40.4123","10896.6","False","234.82","330.18","1.63","","11529.06","6634","False","0","2025-07-13T06:21:19.486464"
"46b823","AEE7LD","Greece","1752387671.0","1752387671","22.7793","38.082","6438.9","False","226.92","262.18","5.53","","6865.62","2042","False","0","2025-07-13T06:21:19.486464"
"46b826","AEE624","Greece","1752387671.0","1752387671","22.0388","38.9373","9022.08","False","233.2","315.8","4.55","","9563.1","6634","False","0","2025-07-13T06:21:19.486464"
"440237","EJU32DT","Austria","1752387585.0","1752387585","3.0974","39.7539","1242.06","False","132.78","225.16","-11.05","","1371.6","1000","False","0","2025-07-13T06:21:19.486464"
"44022d","AUA31G","Austria","1752385435.0","1752387667","18.3701","60.7143","1089.66","False","2.3","26.57","0.0","","9776.46","1164","False","0","2025-07-13T06:21:19.486464"
"44022b","AUA562","Austria","1752387666.0","1752387671","8.5569","47.4543","426.72","True","0.0","185.62","","","","2000","False","0","2025-07-13T06:21:19.486464"
"47880f","NSZ6LB","Norway","1752387671.0","1752387671","3.8731","49.4716","10972.8","False","238.59","59.84","0.0","","11338.56","2332","False","0","2025-07-13T06:21:19.486464"
"47880d","SAS916","Norway","1752387671.0","1752387671","-4.7511","56.538","12496.8","False","241.92","84.39","0.0","","12900.66","6204","False","0","2025-07-13T06:21:19.486464"
"a8a82f","QXE2172","United States","1752387672.0","1752387672","-122.2142","47.4838","4815.84","False","185.85","114.01","9.75","","5113.02","4625","False","0","2025-07-13T06:21:19.486464"
"440224","EJU69AV","Austria","1752387671.0","1752387671","19.572","38.9874","11277.6","False","252.91","125.14","0.0","","11940.54","","False","0","2025-07-13T06:21:19.486464"
"a2ba48","ENY9885","United States","1752387671.0","1752387671","-97.7962","26.2815","2278.38","False","129.3","140.17","-6.83","","2415.54","","False","0","2025-07-13T06:21:19.486464"
"404558","GGREED","United Kingdom","1752387671.0","1752387671","-2.2633","53.1503","518.16","False","9.76","18.43","-0.65","","601.98","","False","0","2025-07-13T06:21:19.486464"
"c03517","WJA296","Canada","1752387672.0","1752387672","-112.5176","51.0096","8564.88","False","245.03","96.75","11.05","","8938.26","","False","0","2025-07-13T06:21:19.486464"
"885225","THA634","Thailand","1752387662.0","1752387662","103.2189","14.4587","10523.22","False","248.52","67.1","4.88","","11231.88","","False","0","2025-07-13T06:21:19.486464"
"39a96a","FHKLK","France","1752387671.0","1752387671","2.2682","49.0955","457.2","False","59.61","244.98","0.33","","487.68","","False","0","2025-07-13T06:21:19.486464"
"87455c","ANA244","Japan","1752387672.0","1752387672","140.0804","35.0729","4023.36","False","146.88","41.45","-0.65","","4236.72","4773","False","0","2025-07-13T06:21:19.486464"
"8014b2","IGO087","India","1752387671.0","1752387671","74.561","14.9355","10980.42","False","259.53","319.74","0.33","","11643.36","","False","0","2025-07-13T06:21:19.486464"
"a26a4f","ATN3222","United States","1752387672.0","1752387672","-91.9772","40.2506","10363.2","False","215.45","273.56","0.0","","10888.98","6613","False","0","2025-07-13T06:21:19.486464"
"8a0493","BTK6659","Indonesia","1752387671.0","1752387671","111.5997","-6.5468","10363.2","False","244.38","295.43","0.0","","11079.48","","False","0","2025-07-13T06:21:19.486464"
"393322","AFR7726","France","1752387672.0","1752387672","3.7013","45.9058","10652.76","False","233.29","161.49","0.0","","11018.52","1000","False","0","2025-07-13T06:21:19.486464"
"4aca81","NSZ2844","Sweden","1752387564.0","1752387601","16.0525","44.3049","6164.58","False","189.71","185.6","-12.68","","6461.76","6035","False","0","2025-07-13T06:21:19.486464"
"accd10","ASA1005","United States","1752387369.0","1752387369","-122.3813","37.6142","","True","7.72","208.12","","","","1364","False","0","2025-07-13T06:21:19.486464"
"4aca84","NSZ3YT","Sweden","1752387671.0","1752387671","6.6401","45.5627","10668.0","False","240.65","144.75","-0.33","","11087.1","0743","False","0","2025-07-13T06:21:19.486464"
"4aca83","NSZ4453","Sweden","1752387672.0","1752387672","14.9504","59.0936","9601.2","False","256.21","238.8","6.5","","9928.86","6012","False","0","2025-07-13T06:21:19.486464"
"4aca86","NSZ2TH","Sweden","1752387671.0","1752387671","11.5454","45.7279","11277.6","False","222.41","199.32","0.0","","11696.7","2262","False","0","2025-07-13T06:21:19.486464"
"4aca85","NSZ4AW","Sweden","1752387671.0","1752387672","1.4458","46.3895","11277.6","False","233.68","185.69","0.33","","11711.94","0743","False","0","2025-07-13T06:21:19.486464"
"393324","AFR7469","France","1752387671.0","1752387672","2.252","48.9757","1333.5","False","101.68","85.36","-5.2","","1363.98","1000","False","0","2025-07-13T06:21:19.486464"
"4aca87","NSZ4251","Sweden","1752387672.0","1752387672","7.6457","53.4022","10972.8","False","248.61","217.77","-0.33","","11231.88","0730","False","0","2025-07-13T06:21:19.486464"
"8a047a","GIA879","Indonesia","1752387671.0","1752387671","116.939","7.1876","12192.0","False","256.2","215.19","0.0","","13007.34","","False","0","2025-07-13T06:21:19.486464"
"4aca89","NSZ35A","Sweden","1752387671.0","1752387671","18.2587","60.7439","7818.12","False","213.17","17.12","1.3","","8168.64","","False","0","2025-07-13T06:21:19.486464"
"a0f4f6","DAL534","United States","1752387664.0","1752387664","-157.4533","21.2609","5158.74","False","209.61","70.05","12.35","","5455.92","","False","0","2025-07-13T06:21:19.486464"
"4aca93","NSZ3640","Sweden","1752387549.0","1752387554","7.2144","43.6645","","True","0.0","315.0","","","","0763","False","0","2025-07-13T06:21:19.486464"
"4aca92","NSZ8TQ","Sweden","1752387671.0","1752387671","4.2556","49.6271","11582.4","False","237.07","58.76","-0.65","","11948.16","2331","False","0","2025-07-13T06:21:19.486464"
"ad67ae","DAL3193","United States","1752387671.0","1752387672","-84.6401","33.8906","3421.38","False","173.72","350.45","4.88","","3611.88","3176","False","0","2025-07-13T06:21:19.486464"
"4aca96","NSZ5320","Sweden","1752387672.0","1752387672","0.8457","46.2141","10972.8","False","226.59","352.83","0.0","","11407.14","5334","False","0","2025-07-13T06:21:19.486464"
"84d28e","SFJ48","Japan","1752387670.0","1752387671","137.0126","34.5391","11269.98","False","233.1","88.74","0.33","","12039.6","2045","False","0","2025-07-13T06:21:19.486464"
"34448d","IBS15VT","Spain","1752387671.0","1752387671","-6.912","39.3619","10629.9","False","214.41","239.74","4.55","","11155.68","2646","False","0","2025-07-13T06:21:19.486464"
"4aca8b","NOZ804","Sweden","1752387671.0","1752387671","16.2938","59.7616","5768.34","False","180.94","112.04","-11.7","","6035.04","6012","False","0","2025-07-13T06:21:19.486464"
"4aca8a","NSZ5B","Sweden","1752387668.0","1752387671","17.9273","59.6518","","True","1.03","191.25","","","","","False","0","2025-07-13T06:21:19.486464"
"4aca8d","NSZ3KM","Sweden","1752387671.0","1752387671","11.3145","59.3491","4701.54","False","184.38","350.04","-10.08","","4930.14","4615","False","0","2025-07-13T06:21:19.486464"
"4aca8c","NSZ2900","Sweden","1752387672.0","1752387672","6.4303","47.4259","11277.6","False","230.58","194.47","0.0","","11666.22","1000","False","0","2025-07-13T06:21:19.486464"
"4aca8f","NSZ3616","Sweden","1752387671.0","1752387671","1.8966","48.7845","10668.0","False","238.21","220.71","0.0","","11049.0","5661","False","0","2025-07-13T06:21:19.486464"
"4aca8e","NSZ4363","Sweden","1752387671.0","1752387671","17.9261","59.6551","","True","6.69","28.12","","","","","False","0","2025-07-13T06:21:19.486464"
"8014e4","IGO1115","India","1752387671.0","1752387671","85.201","22.6472","10660.38","False","231.36","79.36","0.33","","11376.66","0302","False","0","2025-07-13T06:21:19.486464"
"8014e8","IGO218J","India","1752387671.0","1752387671","74.3579","17.3047","10226.04","False","231.5","198.39","-5.53","","10873.74","","False","0","2025-07-13T06:21:19.486464"
"8014e9","LLR804","India","1752387671.0","1752387671","77.0156","29.2336","4876.8","False","103.16","146.39","0.0","","5074.92","","False","0","2025-07-13T06:21:19.486464"
"e49eed","GLO9874","Brazil","1752387672.0","1752387672","-49.4713","-28.7018","10591.8","False","231.55","47.34","2.6","","11018.52","","False","0","2025-07-13T06:21:19.486464"
"3c5eee","EWG10N","Germany","1752387672.0","1752387672","15.3591","44.9111","11879.58","False","247.0","135.08","0.65","","12321.54","7702","False","0","2025-07-13T06:21:19.486464"
"8014de","IGO199M","India","1752387669.0","1752387669","73.6718","16.2748","4792.98","False","171.39","157.59","-3.58","","4998.72","","False","0","2025-07-13T06:21:19.486464"
"86ced2","ANA872","Japan","1752387672.0","1752387672","137.5661","33.5207","10058.4","False","238.39","85.54","-0.33","","10728.96","3744","False","0","2025-07-13T06:21:19.486464"
"e49ef3","GLO7723","Brazil","1752387671.0","1752387672","-58.7578","-32.3583","10126.98","False","239.15","71.18","1.3","","10424.16","0546","False","0","2025-07-13T06:21:19.486464"
"7c1c99","FD580","Australia","1752387672.0","1752387672","138.4267","-34.8918","2636.52","False","68.7","337.08","9.75","","2659.38","","False","0","2025-07-13T06:21:19.486464"
"471f8e","WZZ2JB","Hungary","1752387671.0","1752387671","15.3818","44.2383","11582.4","False","210.27","301.9","0.0","","12062.46","4333","False","0","2025-07-13T06:21:19.486464"
"4520ce","CFG6PD","Bulgaria","1752387670.0","1752387671","22.3231","39.7954","10058.4","False","254.35","144.8","0.0","","10668.0","","False","0","2025-07-13T06:21:19.486464"
"8001c5","VTAAT","India","1752387671.0","1752387671","76.2666","28.7465","2743.2","False","111.62","57.99","-0.33","","2796.54","","False","0","2025-07-13T06:21:19.486464"
"8a044e","GIA155","Indonesia","1752387671.0","1752387671","105.0162","-0.9623","11277.6","False","231.98","161.65","0.65","","11986.26","2456","False","0","2025-07-13T06:21:19.486464"
"8014f9","","India","1752387667.0","1752387672","75.8727","27.0804","3589.02","False","144.57","359.18","13.33","","3695.7","","False","0","2025-07-13T06:21:19.486464"
"344481","IBE07KK","Spain","1752387672.0","1752387672","0.8959","45.7409","10668.0","False","231.18","212.74","-0.33","","11117.58","1134","False","0","2025-07-13T06:21:19.486464"
"8a0458","LNI685","Indonesia","1752387661.0","1752387662","108.4064","-3.1236","11239.5","False","247.72","201.18","6.18","","11978.64","","False","0","2025-07-13T06:21:19.486464"
"4400ec","EJU38CT","Austria","1752387672.0","1752387672","9.5721","44.4262","11277.6","False","235.66","128.0","0.0","","11734.8","1000","False","0","2025-07-13T06:21:19.486464"
"4400eb","EJU41QE","Austria","1752387672.0","1752387672","-1.4064","41.874","11582.4","False","251.3","32.71","0.0","","12146.28","4621","False","0","2025-07-13T06:21:19.486464"
"a39d9b","DAL483","United States","1752387536.0","1752387598","-84.4289","33.6412","","True","0.06","298.12","","","","","False","0","2025-07-13T06:21:19.486464"
"8014ea","LLR855","India","1752387671.0","1752387671","77.6514","28.1262","5791.2","False","136.01","122.49","0.0","","6042.66","","False","0","2025-07-13T06:21:19.486464"
"e48ba9","TAM8191","Brazil","1752387670.0","1752387671","-55.3564","-15.2981","10668.0","False","260.39","146.28","0.0","","11308.08","","False","0","2025-07-13T06:21:19.486464"
